Temp,Humd,Label
25.0,92.0,1
25.0,92.0,1
25.0,91.0,1
25.0,91.0,1
24.0,91.0,1
24.0,91.0,1
24.0,91.0,1
24.0,91.0,1
24.0,91.0,1
24.0,90.0,1
24.0,90.0,1
24.0,90.0,1
24.0,90.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,89.0,1
24.0,88.0,1
24.0,88.0,1
24.0,88.0,1
24.0,88.0,1
24.0,88.0,1
24.0,87.0,1
24.0,87.0,1
24.0,86.0,1
24.0,86.0,1
24.0,86.0,1
24.0,85.0,1
24.0,85.0,1
24.0,85.0,1
24.0,85.0,1
24.0,85.0,1
24.0,85.0,1
24.0,84.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,81.0,1
24.0,80.0,1
24.0,80.0,1
24.0,80.0,1
24.0,79.0,1
24.0,79.0,1
24.0,78.0,1
24.0,77.0,1
24.0,77.0,1
24.0,77.0,1
24.0,77.0,1
24.0,76.0,1
24.0,75.0,1
24.0,75.0,1
24.0,74.0,1
24.0,73.0,1
24.0,73.0,1
23.0,73.0,1
23.0,73.0,1
23.0,72.0,1
23.0,72.0,1
23.0,71.0,1
23.0,71.0,1
23.0,70.0,1
23.0,70.0,1
23.0,69.0,1
23.0,69.0,1
23.0,69.0,1
23.0,68.0,1
23.0,68.0,1
23.0,67.0,1
23.0,66.0,1
23.0,66.0,1
23.0,65.0,1
23.0,64.0,1
23.0,64.0,1
23.0,61.0,1
23.0,60.0,1
23.0,60.0,1
23.0,59.0,1
23.0,59.0,1
23.0,56.0,1
23.0,56.0,1
23.0,56.0,1
23.0,55.0,1
23.0,54.0,1
23.0,54.0,1
23.0,54.0,1
23.0,54.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,52.0,1
23.0,52.0,1
23.0,52.0,1
23.0,51.0,1
23.0,51.0,1
23.0,51.0,1
23.0,50.0,1
23.0,50.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,48.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,46.0,1
23.0,46.0,1
23.0,45.0,1
23.0,45.0,1
23.0,45.0,1
23.0,44.0,1
23.0,44.0,1
23.0,44.0,1
23.0,44.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,42.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,40.0,1
23.0,40.0,1
23.0,40.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,35.0,1
23.0,35.0,1
23.0,35.0,1
23.0,35.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
22.0,30.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,29.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,28.0,1
22.0,27.0,1
22.0,28.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,27.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,23.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,25.0,1
23.0,72.0,1
23.0,80.0,1
24.0,85.0,1
24.0,86.0,1
24.0,86.0,1
24.0,88.0,1
24.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,89.0,1
25.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,88.0,1
25.0,87.0,1
25.0,87.0,1
25.0,86.0,1
25.0,86.0,1
25.0,86.0,1
25.0,86.0,1
25.0,85.0,1
25.0,85.0,1
25.0,85.0,1
25.0,85.0,1
24.0,82.0,1
24.0,83.0,1
24.0,82.0,1
24.0,80.0,1
24.0,80.0,1
24.0,80.0,1
24.0,77.0,1
24.0,77.0,1
24.0,77.0,1
24.0,76.0,1
24.0,76.0,1
24.0,75.0,1
24.0,74.0,1
24.0,73.0,1
24.0,73.0,1
24.0,73.0,1
24.0,73.0,1
24.0,72.0,1
24.0,72.0,1
24.0,71.0,1
24.0,71.0,1
24.0,70.0,1
24.0,70.0,1
24.0,67.0,1
24.0,66.0,1
24.0,66.0,1
24.0,65.0,1
24.0,64.0,1
24.0,64.0,1
24.0,63.0,1
24.0,63.0,1
24.0,62.0,1
24.0,62.0,1
24.0,61.0,1
24.0,61.0,1
24.0,60.0,1
24.0,59.0,1
24.0,59.0,1
24.0,59.0,1
24.0,58.0,1
24.0,58.0,1
24.0,58.0,1
24.0,57.0,1
24.0,57.0,1
24.0,56.0,1
24.0,56.0,1
24.0,55.0,1
24.0,55.0,1
24.0,54.0,1
24.0,54.0,1
24.0,54.0,1
23.0,53.0,1
23.0,53.0,1
23.0,53.0,1
23.0,52.0,1
23.0,52.0,1
23.0,51.0,1
23.0,51.0,1
23.0,51.0,1
23.0,50.0,1
23.0,50.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,49.0,1
23.0,48.0,1
23.0,47.0,1
23.0,47.0,1
23.0,47.0,1
23.0,45.0,1
23.0,45.0,1
23.0,45.0,1
23.0,45.0,1
23.0,44.0,1
23.0,44.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,43.0,1
23.0,42.0,1
23.0,42.0,1
23.0,42.0,1
23.0,42.0,1
23.0,42.0,1
23.0,42.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,41.0,1
23.0,40.0,1
23.0,40.0,1
23.0,40.0,1
23.0,40.0,1
23.0,40.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,39.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,38.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,37.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,36.0,1
23.0,35.0,1
23.0,35.0,1
23.0,35.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,34.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,33.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,32.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,31.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,30.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,29.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,28.0,1
23.0,27.0,1
23.0,28.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,27.0,1
23.0,26.0,1
23.0,27.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
23.0,26.0,1
22.0,26.0,1
23.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,26.0,1
22.0,25.0,1
22.0,26.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
22.0,25.0,1
619.0,985.0,0
303.0,952.0,0
593.0,1082.0,0
400.0,912.0,0
402.0,948.0,0
712.0,916.0,0
406.0,999.0,0
554.0,1027.0,0
702.0,1058.0,0
651.0,937.0,0
738.0,973.0,0
723.0,1013.0,0
410.0,1054.0,0
460.0,992.0,0
690.0,1011.0,0
630.0,987.0,0
786.0,1032.0,0
454.0,905.0,0
538.0,1089.0,0
400.0,938.0,0
360.0,981.0,0
403.0,1062.0,0
651.0,916.0,0
665.0,956.0,0
585.0,1007.0,0
547.0,937.0,0
550.0,1045.0,0
577.0,1086.0,0
710.0,908.0,0
402.0,904.0,0
526.0,1035.0,0
617.0,942.0,0
393.0,1088.0,0
351.0,982.0,0
422.0,929.0,0
505.0,1040.0,0
776.0,1044.0,0
590.0,915.0,0
355.0,987.0,0
534.0,1084.0,0
785.0,1099.0,0
470.0,996.0,0
389.0,1040.0,0
626.0,1051.0,0
751.0,1096.0,0
464.0,975.0,0
622.0,942.0,0
345.0,986.0,0
673.0,1007.0,0
769.0,943.0,0
519.0,1048.0,0
587.0,914.0,0
670.0,1068.0,0
757.0,1018.0,0
578.0,996.0,0
654.0,1047.0,0
550.0,1084.0,0
483.0,998.0,0
732.0,962.0,0
659.0,927.0,0
357.0,944.0,0
538.0,961.0,0
510.0,947.0,0
485.0,923.0,0
672.0,956.0,0
686.0,1039.0,0
701.0,1004.0,0
325.0,954.0,0
434.0,929.0,0
335.0,1021.0,0
371.0,988.0,0
534.0,1075.0,0
616.0,927.0,0
366.0,922.0,0
336.0,970.0,0
605.0,986.0,0
660.0,979.0,0
777.0,923.0,0
621.0,992.0,0
736.0,1087.0,0
500.0,942.0,0
472.0,1087.0,0
439.0,924.0,0
694.0,1043.0,0
796.0,907.0,0
553.0,1061.0,0
690.0,939.0,0
637.0,1059.0,0
400.0,1030.0,0
772.0,970.0,0
414.0,979.0,0
440.0,976.0,0
578.0,941.0,0
723.0,1049.0,0
306.0,942.0,0
557.0,1060.0,0
335.0,1085.0,0
412.0,925.0,0
714.0,966.0,0
353.0,1056.0,0
594.0,994.0,0
613.0,976.0,0
330.0,973.0,0
377.0,908.0,0
368.0,993.0,0
668.0,916.0,0
321.0,922.0,0
578.0,1077.0,0
409.0,948.0,0
645.0,904.0,0
640.0,1052.0,0
524.0,1048.0,0
315.0,1074.0,0
682.0,911.0,0
565.0,969.0,0
302.0,1049.0,0
499.0,993.0,0
453.0,1012.0,0
504.0,1006.0,0
594.0,956.0,0
536.0,1044.0,0
772.0,934.0,0
686.0,1072.0,0
722.0,989.0,0
717.0,1022.0,0
740.0,909.0,0
650.0,940.0,0
690.0,984.0,0
382.0,901.0,0
768.0,939.0,0
481.0,909.0,0
432.0,1028.0,0
611.0,1051.0,0
604.0,960.0,0
606.0,1031.0,0
449.0,1020.0,0
351.0,998.0,0
309.0,912.0,0
578.0,906.0,0
565.0,1083.0,0
445.0,960.0,0
309.0,985.0,0
503.0,913.0,0
347.0,942.0,0
598.0,1087.0,0
763.0,938.0,0
718.0,1069.0,0
342.0,1033.0,0
788.0,944.0,0
300.0,973.0,0
745.0,924.0,0
658.0,944.0,0
428.0,1027.0,0
535.0,913.0,0
705.0,977.0,0
362.0,1085.0,0
657.0,1090.0,0
459.0,909.0,0
724.0,993.0,0
364.0,1072.0,0
528.0,1053.0,0
625.0,981.0,0
655.0,988.0,0
404.0,952.0,0
386.0,1018.0,0
346.0,903.0,0
591.0,991.0,0
751.0,1046.0,0
651.0,1063.0,0
729.0,1085.0,0
648.0,988.0,0
470.0,1053.0,0
309.0,1013.0,0
790.0,1093.0,0
728.0,966.0,0
770.0,1069.0,0
578.0,1038.0,0
306.0,963.0,0
626.0,946.0,0
612.0,1055.0,0
610.0,952.0,0
483.0,1086.0,0
408.0,1064.0,0
343.0,988.0,0
324.0,1094.0,0
390.0,1013.0,0
606.0,1069.0,0
775.0,1051.0,0
583.0,980.0,0
307.0,959.0,0
677.0,947.0,0
355.0,1093.0,0
671.0,905.0,0
404.0,960.0,0
569.0,1018.0,0
765.0,959.0,0
336.0,1043.0,0
452.0,987.0,0
607.0,1018.0,0
620.0,1071.0,0
