Temp,Humd,Label
22.0,29.0,1
25.0,89.0,1
-41.0,-10.0,0
22.0,26.0,1
14.0,397.0,0
48.0,328.0,0
-37.0,-15.0,0
23.0,30.0,1
27.0,93.0,1
23.0,34.0,1
22.0,23.0,1
23.0,48.0,1
25.0,92.0,1
22.0,29.0,1
23.0,45.0,1
24.0,73.0,1
24.0,58.0,1
22.0,26.0,1
23.0,39.0,1
84.0,-87.0,0
22.0,24.0,1
25.0,92.0,1
-30.0,-52.0,0
-14.0,429.0,0
14.0,-2.0,0
23.0,29.0,1
24.0,87.0,1
-32.0,-47.0,0
22.0,21.0,1
51.0,-30.0,0
52.0,441.0,0
22.0,27.0,1
24.0,54.0,1
29.0,92.0,1
88.0,365.0,0
14.0,-8.0,0
29.0,92.0,1
23.0,39.0,1
22.0,20.0,1
22.0,24.0,1
23.0,27.0,1
7.0,-89.0,0
22.0,24.0,1
23.0,73.0,1
25.0,93.0,1
22.0,25.0,1
84.0,-27.0,0
-4.0,-50.0,0
22.0,28.0,1
22.0,24.0,1
22.0,25.0,1
22.0,24.0,1
23.0,37.0,1
-47.0,-23.0,0
80.0,281.0,0
61.0,257.0,0
73.0,-35.0,0
22.0,27.0,1
-3.0,393.0,0
51.0,-61.0,0
22.0,25.0,1
2.0,210.0,0
23.0,42.0,1
23.0,56.0,1
4.0,214.0,0
24.0,75.0,1
3.0,-26.0,0
25.0,92.0,1
24.0,91.0,1
-18.0,369.0,0
23.0,51.0,1
-44.0,347.0,0
23.0,29.0,1
22.0,25.0,1
-48.0,487.0,0
51.0,426.0,0
22.0,26.0,1
24.0,70.0,1
23.0,27.0,1
-4.0,-52.0,0
23.0,29.0,1
22.0,26.0,1
78.0,346.0,0
23.0,37.0,1
25.0,85.0,1
23.0,37.0,1
27.0,93.0,1
66.0,208.0,0
-27.0,-77.0,0
99.0,-19.0,0
23.0,30.0,1
-35.0,394.0,0
23.0,70.0,1
23.0,33.0,1
22.0,24.0,1
23.0,72.0,1
63.0,-98.0,0
24.0,73.0,1
22.0,26.0,1
22.0,27.0,1
-2.0,396.0,0
-48.0,-34.0,0
66.0,365.0,0
23.0,37.0,1
23.0,27.0,1
-26.0,335.0,0
23.0,31.0,1
23.0,29.0,1
-24.0,-47.0,0
61.0,492.0,0
12.0,416.0,0
90.0,214.0,0
21.0,20.0,1
21.0,20.0,1
22.0,24.0,1
-45.0,-46.0,0
-44.0,337.0,0
-8.0,-71.0,0
24.0,74.0,1
22.0,25.0,1
23.0,38.0,1
23.0,71.0,1
25.0,89.0,1
23.0,36.0,1
23.0,34.0,1
22.0,27.0,1
29.0,92.0,1
23.0,30.0,1
23.0,33.0,1
24.0,76.0,1
25.0,85.0,1
22.0,26.0,1
80.0,-74.0,0
23.0,53.0,1
53.0,-51.0,0
22.0,26.0,1
24.0,80.0,1
64.0,-19.0,0
22.0,28.0,1
23.0,29.0,1
22.0,29.0,1
23.0,40.0,1
27.0,92.0,1
27.0,93.0,1
91.0,261.0,0
23.0,43.0,1
22.0,24.0,1
23.0,49.0,1
25.0,92.0,1
22.0,28.0,1
22.0,24.0,1
23.0,35.0,1
23.0,33.0,1
28.0,92.0,1
23.0,29.0,1
64.0,317.0,0
29.0,92.0,1
22.0,24.0,1
4.0,-12.0,0
24.0,73.0,1
-3.0,361.0,0
24.0,67.0,1
24.0,76.0,1
23.0,33.0,1
23.0,31.0,1
22.0,20.0,1
27.0,93.0,1
22.0,26.0,1
24.0,89.0,1
6.0,360.0,0
23.0,40.0,1
23.0,34.0,1
24.0,77.0,1
23.0,31.0,1
-22.0,213.0,0
22.0,24.0,1
-2.0,-20.0,0
22.0,24.0,1
25.0,88.0,1
-43.0,309.0,0
22.0,26.0,1
14.0,351.0,0
23.0,32.0,1
22.0,26.0,1
22.0,24.0,1
22.0,20.0,1
92.0,-49.0,0
22.0,24.0,1
23.0,72.0,1
23.0,42.0,1
22.0,25.0,1
-23.0,368.0,0
23.0,38.0,1
22.0,24.0,1
23.0,41.0,1
22.0,26.0,1
-40.0,408.0,0
22.0,26.0,1
93.0,405.0,0
29.0,92.0,1
23.0,44.0,1
-41.0,289.0,0
84.0,276.0,0
29.0,92.0,1
22.0,29.0,1
22.0,24.0,1
24.0,84.0,1
26.0,93.0,1
22.0,24.0,1
23.0,32.0,1
83.0,-63.0,0
23.0,36.0,1
22.0,26.0,1
56.0,-29.0,0
23.0,29.0,1
-23.0,-70.0,0
23.0,50.0,1
24.0,57.0,1
84.0,-84.0,0
-8.0,209.0,0
23.0,68.0,1
23.0,30.0,1
24.0,66.0,1
23.0,34.0,1
95.0,489.0,0
23.0,38.0,1
25.0,89.0,1
23.0,52.0,1
22.0,24.0,1
23.0,46.0,1
2.0,-28.0,0
24.0,72.0,1
22.0,20.0,1
22.0,26.0,1
58.0,361.0,0
23.0,38.0,1
24.0,90.0,1
23.0,34.0,1
23.0,51.0,1
78.0,-80.0,0
23.0,53.0,1
65.0,269.0,0
25.0,87.0,1
24.0,81.0,1
22.0,28.0,1
22.0,24.0,1
-5.0,443.0,0
23.0,28.0,1
24.0,75.0,1
22.0,24.0,1
22.0,24.0,1
23.0,27.0,1
22.0,28.0,1
47.0,228.0,0
71.0,-37.0,0
97.0,241.0,0
23.0,43.0,1
24.0,90.0,1
23.0,29.0,1
24.0,91.0,1
23.0,31.0,1
22.0,27.0,1
24.0,59.0,1
23.0,49.0,1
22.0,26.0,1
24.0,85.0,1
26.0,93.0,1
22.0,29.0,1
25.0,89.0,1
22.0,25.0,1
-6.0,229.0,0
-41.0,425.0,0
22.0,24.0,1
23.0,31.0,1
23.0,30.0,1
22.0,26.0,1
22.0,24.0,1
24.0,81.0,1
23.0,36.0,1
23.0,26.0,1
23.0,38.0,1
23.0,40.0,1
97.0,-1.0,0
23.0,34.0,1
29.0,92.0,1
22.0,24.0,1
22.0,28.0,1
22.0,28.0,1
22.0,24.0,1
69.0,336.0,0
23.0,72.0,1
23.0,38.0,1
41.0,382.0,0
22.0,28.0,1
6.0,-15.0,0
23.0,28.0,1
24.0,85.0,1
23.0,31.0,1
-25.0,427.0,0
23.0,49.0,1
63.0,-88.0,0
-7.0,-32.0,0
22.0,24.0,1
82.0,215.0,0
23.0,52.0,1
23.0,31.0,1
-14.0,-25.0,0
23.0,34.0,1
23.0,31.0,1
27.0,93.0,1
3.0,487.0,0
23.0,34.0,1
23.0,26.0,1
29.0,92.0,1
23.0,27.0,1
69.0,429.0,0
25.0,88.0,1
22.0,26.0,1
25.0,89.0,1
22.0,28.0,1
23.0,32.0,1
23.0,39.0,1
23.0,33.0,1
27.0,93.0,1
22.0,29.0,1
76.0,-20.0,0
23.0,71.0,1
23.0,43.0,1
-23.0,327.0,0
22.0,24.0,1
100.0,-20.0,0
23.0,26.0,1
25.0,85.0,1
23.0,32.0,1
27.0,93.0,1
95.0,-80.0,0
22.0,28.0,1
22.0,24.0,1
-29.0,-37.0,0
26.0,93.0,1
23.0,28.0,1
22.0,27.0,1
23.0,32.0,1
23.0,31.0,1
-21.0,-57.0,0
22.0,24.0,1
22.0,26.0,1
24.0,77.0,1
23.0,40.0,1
23.0,31.0,1
-1.0,302.0,0
23.0,31.0,1
22.0,26.0,1
24.0,88.0,1
22.0,24.0,1
24.0,91.0,1
10.0,-61.0,0
22.0,20.0,1
22.0,24.0,1
23.0,29.0,1
7.0,-13.0,0
24.0,80.0,1
23.0,41.0,1
22.0,26.0,1
23.0,31.0,1
23.0,50.0,1
23.0,44.0,1
23.0,35.0,1
5.0,452.0,0
75.0,361.0,0
66.0,319.0,0
72.0,-37.0,0
23.0,47.0,1
77.0,264.0,0
75.0,442.0,0
22.0,24.0,1
23.0,26.0,1
27.0,93.0,1
57.0,417.0,0
22.0,24.0,1
22.0,28.0,1
22.0,24.0,1
23.0,45.0,1
22.0,24.0,1
-3.0,442.0,0
22.0,26.0,1
91.0,-91.0,0
25.0,89.0,1
59.0,-64.0,0
23.0,39.0,1
22.0,26.0,1
68.0,-46.0,0
23.0,54.0,1
26.0,93.0,1
23.0,30.0,1
9.0,377.0,0
23.0,40.0,1
22.0,26.0,1
23.0,31.0,1
23.0,29.0,1
23.0,32.0,1
22.0,29.0,1
61.0,349.0,0
-26.0,201.0,0
23.0,30.0,1
22.0,25.0,1
22.0,26.0,1
23.0,27.0,1
93.0,-87.0,0
22.0,24.0,1
24.0,63.0,1
47.0,-42.0,0
23.0,29.0,1
78.0,498.0,0
23.0,31.0,1
23.0,36.0,1
-29.0,-35.0,0
23.0,27.0,1
75.0,-29.0,0
-12.0,357.0,0
22.0,26.0,1
99.0,359.0,0
-33.0,-58.0,0
23.0,33.0,1
22.0,23.0,1
23.0,43.0,1
23.0,38.0,1
22.0,28.0,1
29.0,92.0,1
22.0,25.0,1
14.0,-61.0,0
23.0,48.0,1
22.0,29.0,1
22.0,24.0,1
22.0,25.0,1
22.0,24.0,1
23.0,37.0,1
22.0,24.0,1
0.0,-58.0,0
23.0,45.0,1
23.0,44.0,1
24.0,90.0,1
22.0,29.0,1
22.0,25.0,1
22.0,26.0,1
68.0,241.0,0
55.0,-49.0,0
81.0,-53.0,0
14.0,368.0,0
83.0,-31.0,0
83.0,-69.0,0
22.0,29.0,1
23.0,49.0,1
24.0,80.0,1
98.0,495.0,0
23.0,41.0,1
26.0,93.0,1
22.0,24.0,1
-40.0,228.0,0
23.0,27.0,1
21.0,20.0,1
23.0,33.0,1
24.0,80.0,1
22.0,28.0,1
22.0,28.0,1
59.0,498.0,0
22.0,20.0,1
23.0,33.0,1
22.0,24.0,1
23.0,30.0,1
0.0,250.0,0
63.0,-32.0,0
65.0,-49.0,0
23.0,31.0,1
48.0,270.0,0
24.0,59.0,1
23.0,41.0,1
25.0,89.0,1
98.0,-70.0,0
22.0,29.0,1
22.0,29.0,1
23.0,32.0,1
-36.0,-14.0,0
21.0,20.0,1
28.0,92.0,1
4.0,-68.0,0
21.0,20.0,1
24.0,73.0,1
21.0,20.0,1
23.0,33.0,1
23.0,43.0,1
23.0,28.0,1
23.0,52.0,1
23.0,30.0,1
23.0,31.0,1
23.0,42.0,1
25.0,88.0,1
2.0,496.0,0
-46.0,-60.0,0
23.0,33.0,1
22.0,28.0,1
13.0,336.0,0
25.0,89.0,1
23.0,26.0,1
25.0,92.0,1
76.0,-33.0,0
24.0,59.0,1
78.0,314.0,0
22.0,28.0,1
23.0,30.0,1
22.0,24.0,1
42.0,376.0,0
23.0,28.0,1
24.0,86.0,1
22.0,26.0,1
23.0,28.0,1
23.0,32.0,1
53.0,-6.0,0
22.0,29.0,1
23.0,41.0,1
24.0,85.0,1
23.0,54.0,1
23.0,47.0,1
21.0,20.0,1
22.0,25.0,1
22.0,24.0,1
22.0,26.0,1
23.0,43.0,1
22.0,26.0,1
28.0,92.0,1
66.0,331.0,0
-30.0,-64.0,0
23.0,49.0,1
26.0,91.0,1
22.0,26.0,1
44.0,463.0,0
23.0,44.0,1
-9.0,498.0,0
27.0,93.0,1
23.0,44.0,1
23.0,47.0,1
23.0,28.0,1
-45.0,415.0,0
22.0,26.0,1
29.0,92.0,1
22.0,24.0,1
-13.0,-73.0,0
-22.0,404.0,0
23.0,30.0,1
25.0,92.0,1
23.0,32.0,1
86.0,486.0,0
24.0,89.0,1
52.0,283.0,0
24.0,86.0,1
89.0,-76.0,0
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
24.0,62.0,1
-8.0,-53.0,0
22.0,28.0,1
100.0,441.0,0
94.0,-33.0,0
23.0,69.0,1
24.0,63.0,1
24.0,88.0,1
29.0,92.0,1
23.0,29.0,1
22.0,25.0,1
22.0,27.0,1
22.0,26.0,1
-42.0,-82.0,0
65.0,457.0,0
22.0,24.0,1
22.0,26.0,1
22.0,25.0,1
23.0,54.0,1
24.0,60.0,1
-19.0,-90.0,0
0.0,267.0,0
-34.0,500.0,0
-21.0,-1.0,0
85.0,440.0,0
23.0,28.0,1
3.0,409.0,0
22.0,26.0,1
24.0,72.0,1
22.0,24.0,1
23.0,38.0,1
-22.0,424.0,0
25.0,89.0,1
25.0,92.0,1
23.0,34.0,1
23.0,30.0,1
23.0,39.0,1
22.0,26.0,1
24.0,64.0,1
-18.0,-9.0,0
23.0,41.0,1
22.0,24.0,1
-31.0,300.0,0
23.0,32.0,1
22.0,24.0,1
22.0,24.0,1
22.0,24.0,1
45.0,413.0,0
46.0,303.0,0
23.0,30.0,1
58.0,-69.0,0
22.0,27.0,1
23.0,33.0,1
23.0,29.0,1
22.0,25.0,1
21.0,20.0,1
-5.0,-55.0,0
76.0,-1.0,0
23.0,32.0,1
-27.0,-48.0,0
44.0,-5.0,0
27.0,93.0,1
23.0,50.0,1
24.0,57.0,1
23.0,38.0,1
23.0,27.0,1
23.0,32.0,1
-35.0,436.0,0
28.0,92.0,1
63.0,-95.0,0
24.0,76.0,1
-40.0,-42.0,0
24.0,77.0,1
22.0,28.0,1
23.0,48.0,1
22.0,29.0,1
23.0,36.0,1
59.0,-9.0,0
24.0,82.0,1
-13.0,287.0,0
23.0,37.0,1
25.0,92.0,1
22.0,26.0,1
24.0,77.0,1
23.0,29.0,1
99.0,-91.0,0
23.0,34.0,1
21.0,20.0,1
23.0,53.0,1
82.0,326.0,0
27.0,92.0,1
23.0,40.0,1
23.0,39.0,1
40.0,-72.0,0
23.0,31.0,1
-32.0,445.0,0
22.0,24.0,1
22.0,20.0,1
-21.0,-33.0,0
24.0,71.0,1
23.0,33.0,1
2.0,-23.0,0
23.0,37.0,1
25.0,87.0,1
21.0,20.0,1
23.0,33.0,1
22.0,25.0,1
22.0,29.0,1
70.0,-20.0,0
12.0,-37.0,0
23.0,47.0,1
15.0,381.0,0
99.0,497.0,0
22.0,25.0,1
22.0,27.0,1
8.0,-60.0,0
23.0,31.0,1
25.0,88.0,1
23.0,32.0,1
22.0,26.0,1
14.0,-80.0,0
82.0,473.0,0
51.0,226.0,0
23.0,29.0,1
23.0,38.0,1
23.0,27.0,1
23.0,34.0,1
-6.0,-76.0,0
23.0,39.0,1
23.0,34.0,1
22.0,24.0,1
22.0,24.0,1
22.0,26.0,1
22.0,24.0,1
23.0,27.0,1
24.0,81.0,1
23.0,42.0,1
23.0,39.0,1
25.0,92.0,1
27.0,93.0,1
22.0,24.0,1
97.0,490.0,0
74.0,-9.0,0
-1.0,266.0,0
22.0,24.0,1
24.0,58.0,1
24.0,85.0,1
23.0,27.0,1
28.0,92.0,1
58.0,-51.0,0
23.0,49.0,1
23.0,32.0,1
22.0,27.0,1
73.0,355.0,0
24.0,61.0,1
22.0,20.0,1
25.0,92.0,1
29.0,92.0,1
22.0,24.0,1
22.0,29.0,1
22.0,20.0,1
22.0,20.0,1
23.0,49.0,1
0.0,284.0,0
24.0,74.0,1
23.0,42.0,1
23.0,35.0,1
23.0,39.0,1
65.0,469.0,0
23.0,36.0,1
24.0,89.0,1
66.0,-6.0,0
27.0,93.0,1
74.0,436.0,0
25.0,92.0,1
23.0,28.0,1
23.0,26.0,1
22.0,28.0,1
24.0,78.0,1
23.0,69.0,1
22.0,29.0,1
23.0,30.0,1
22.0,25.0,1
23.0,60.0,1
-21.0,-12.0,0
52.0,-80.0,0
22.0,28.0,1
93.0,-24.0,0
23.0,33.0,1
23.0,37.0,1
-28.0,223.0,0
22.0,24.0,1
23.0,36.0,1
23.0,68.0,1
24.0,91.0,1
6.0,-85.0,0
22.0,26.0,1
23.0,56.0,1
9.0,200.0,0
23.0,39.0,1
-3.0,406.0,0
94.0,304.0,0
23.0,29.0,1
99.0,401.0,0
25.0,93.0,1
25.0,89.0,1
23.0,32.0,1
24.0,73.0,1
75.0,-64.0,0
-38.0,-31.0,0
23.0,34.0,1
23.0,33.0,1
23.0,37.0,1
24.0,90.0,1
22.0,24.0,1
23.0,45.0,1
22.0,26.0,1
23.0,27.0,1
25.0,90.0,1
24.0,89.0,1
24.0,82.0,1
23.0,39.0,1
22.0,24.0,1
56.0,369.0,0
23.0,61.0,1
24.0,88.0,1
26.0,93.0,1
22.0,24.0,1
22.0,26.0,1
22.0,27.0,1
23.0,48.0,1
23.0,39.0,1
62.0,-10.0,0
92.0,281.0,0
23.0,38.0,1
23.0,38.0,1
10.0,493.0,0
57.0,-11.0,0
1.0,417.0,0
22.0,24.0,1
45.0,-56.0,0
22.0,24.0,1
24.0,79.0,1
69.0,298.0,0
22.0,24.0,1
50.0,204.0,0
-50.0,-4.0,0
100.0,240.0,0
22.0,26.0,1
23.0,27.0,1
22.0,29.0,1
95.0,-82.0,0
9.0,220.0,0
23.0,34.0,1
23.0,31.0,1
-35.0,-73.0,0
23.0,37.0,1
23.0,30.0,1
23.0,64.0,1
23.0,64.0,1
24.0,55.0,1
24.0,77.0,1
23.0,41.0,1
8.0,-6.0,0
24.0,58.0,1
23.0,32.0,1
24.0,80.0,1
-42.0,-19.0,0
-43.0,246.0,0
91.0,258.0,0
23.0,53.0,1
23.0,34.0,1
-29.0,-62.0,0
25.0,93.0,1
23.0,27.0,1
26.0,93.0,1
47.0,-85.0,0
23.0,28.0,1
22.0,29.0,1
8.0,-34.0,0
96.0,406.0,0
24.0,54.0,1
52.0,-19.0,0
23.0,59.0,1
63.0,241.0,0
-25.0,-85.0,0
23.0,31.0,1
-49.0,-54.0,0
47.0,-34.0,0
23.0,41.0,1
-27.0,286.0,0
22.0,24.0,1
78.0,-34.0,0
23.0,26.0,1
25.0,92.0,1
23.0,27.0,1
27.0,92.0,1
-43.0,-15.0,0
22.0,26.0,1
23.0,43.0,1
23.0,43.0,1
21.0,20.0,1
24.0,62.0,1
22.0,26.0,1
54.0,-52.0,0
56.0,-49.0,0
24.0,77.0,1
-32.0,327.0,0
22.0,24.0,1
63.0,-59.0,0
23.0,33.0,1
26.0,93.0,1
12.0,328.0,0
23.0,32.0,1
23.0,31.0,1
22.0,24.0,1
22.0,29.0,1
23.0,60.0,1
23.0,33.0,1
83.0,-74.0,0
22.0,26.0,1
23.0,38.0,1
23.0,49.0,1
22.0,28.0,1
26.0,93.0,1
23.0,29.0,1
23.0,48.0,1
27.0,92.0,1
-20.0,253.0,0
59.0,470.0,0
22.0,25.0,1
23.0,37.0,1
22.0,24.0,1
22.0,24.0,1
28.0,92.0,1
94.0,449.0,0
23.0,51.0,1
28.0,92.0,1
75.0,-32.0,0
15.0,-61.0,0
23.0,28.0,1
23.0,29.0,1
23.0,31.0,1
23.0,32.0,1
-39.0,-94.0,0
22.0,29.0,1
23.0,30.0,1
24.0,85.0,1
24.0,89.0,1
23.0,41.0,1
25.0,88.0,1
25.0,91.0,1
25.0,91.0,1
22.0,24.0,1
68.0,358.0,0
88.0,-3.0,0
23.0,29.0,1
66.0,204.0,0
23.0,33.0,1
24.0,77.0,1
23.0,32.0,1
22.0,26.0,1
77.0,-87.0,0
24.0,66.0,1
23.0,31.0,1
24.0,88.0,1
-39.0,259.0,0
22.0,26.0,1
22.0,24.0,1
23.0,39.0,1
23.0,43.0,1
23.0,42.0,1
23.0,33.0,1
-43.0,220.0,0
22.0,26.0,1
23.0,52.0,1
23.0,34.0,1
24.0,86.0,1
22.0,25.0,1
22.0,28.0,1
22.0,26.0,1
22.0,26.0,1
-26.0,-23.0,0
23.0,28.0,1
27.0,93.0,1
22.0,24.0,1
-23.0,-54.0,0
23.0,28.0,1
-30.0,500.0,0
-21.0,-64.0,0
57.0,-21.0,0
22.0,24.0,1
23.0,27.0,1
-13.0,-53.0,0
22.0,25.0,1
23.0,26.0,1
-2.0,-64.0,0
22.0,26.0,1
25.0,88.0,1
14.0,-95.0,0
44.0,454.0,0
23.0,29.0,1
22.0,24.0,1
62.0,315.0,0
-39.0,-36.0,0
23.0,30.0,1
-17.0,473.0,0
23.0,38.0,1
22.0,26.0,1
23.0,36.0,1
23.0,27.0,1
66.0,-9.0,0
23.0,34.0,1
21.0,20.0,1
25.0,88.0,1
-21.0,-64.0,0
23.0,30.0,1
22.0,28.0,1
22.0,20.0,1
-22.0,480.0,0
22.0,34.0,1
25.0,89.0,1
22.0,28.0,1
23.0,32.0,1
23.0,50.0,1
22.0,24.0,1
77.0,-41.0,0
22.0,29.0,1
22.0,28.0,1
24.0,70.0,1
-22.0,286.0,0
23.0,27.0,1
27.0,93.0,1
58.0,391.0,0
23.0,31.0,1
27.0,93.0,1
22.0,28.0,1
23.0,31.0,1
23.0,33.0,1
22.0,29.0,1
23.0,70.0,1
23.0,35.0,1
54.0,-99.0,0
23.0,27.0,1
22.0,26.0,1
-5.0,-41.0,0
23.0,32.0,1
23.0,34.0,1
51.0,-95.0,0
23.0,33.0,1
22.0,24.0,1
51.0,-17.0,0
23.0,42.0,1
22.0,26.0,1
63.0,-83.0,0
23.0,30.0,1
22.0,25.0,1
23.0,31.0,1
23.0,48.0,1
-26.0,-84.0,0
23.0,54.0,1
23.0,27.0,1
-6.0,227.0,0
23.0,34.0,1
23.0,46.0,1
98.0,-48.0,0
23.0,32.0,1
23.0,26.0,1
-1.0,320.0,0
65.0,-16.0,0
48.0,-24.0,0
25.0,86.0,1
26.0,93.0,1
22.0,28.0,1
25.0,86.0,1
-41.0,210.0,0
23.0,43.0,1
67.0,-28.0,0
23.0,66.0,1
24.0,89.0,1
13.0,369.0,0
88.0,370.0,0
22.0,29.0,1
66.0,255.0,0
23.0,40.0,1
23.0,39.0,1
23.0,30.0,1
24.0,80.0,1
28.0,92.0,1
23.0,35.0,1
23.0,34.0,1
23.0,33.0,1
22.0,26.0,1
73.0,473.0,0
56.0,489.0,0
-42.0,-90.0,0
22.0,26.0,1
23.0,38.0,1
23.0,51.0,1
-35.0,401.0,0
84.0,404.0,0
23.0,65.0,1
23.0,53.0,1
23.0,34.0,1
22.0,20.0,1
23.0,80.0,1
24.0,87.0,1
25.0,88.0,1
88.0,346.0,0
23.0,37.0,1
24.0,85.0,1
43.0,286.0,0
-6.0,-13.0,0
25.0,88.0,1
22.0,29.0,1
22.0,26.0,1
-33.0,-85.0,0
25.0,89.0,1
22.0,25.0,1
23.0,27.0,1
27.0,93.0,1
23.0,47.0,1
24.0,86.0,1
22.0,27.0,1
23.0,27.0,1
22.0,29.0,1
22.0,25.0,1
63.0,-51.0,0
23.0,34.0,1
25.0,89.0,1
22.0,25.0,1
23.0,56.0,1
22.0,26.0,1
23.0,59.0,1
23.0,38.0,1
72.0,-87.0,0
23.0,36.0,1
95.0,316.0,0
23.0,40.0,1
29.0,92.0,1
23.0,34.0,1
24.0,56.0,1
23.0,37.0,1
22.0,28.0,1
24.0,79.0,1
27.0,92.0,1
22.0,28.0,1
23.0,27.0,1
23.0,36.0,1
22.0,24.0,1
22.0,29.0,1
22.0,24.0,1
24.0,64.0,1
44.0,-33.0,0
22.0,27.0,1
23.0,29.0,1
90.0,-75.0,0
22.0,27.0,1
23.0,67.0,1
23.0,53.0,1
82.0,255.0,0
23.0,31.0,1
53.0,452.0,0
-47.0,300.0,0
23.0,30.0,1
22.0,20.0,1
22.0,20.0,1
25.0,89.0,1
-9.0,294.0,0
24.0,73.0,1
23.0,29.0,1
-25.0,-50.0,0
88.0,203.0,0
23.0,37.0,1
23.0,36.0,1
70.0,-94.0,0
78.0,486.0,0
-18.0,-21.0,0
23.0,71.0,1
22.0,24.0,1
22.0,24.0,1
22.0,29.0,1
87.0,-50.0,0
23.0,34.0,1
-50.0,366.0,0
23.0,47.0,1
23.0,33.0,1
23.0,36.0,1
22.0,25.0,1
23.0,45.0,1
71.0,453.0,0
22.0,25.0,1
22.0,24.0,1
24.0,65.0,1
22.0,20.0,1
22.0,24.0,1
29.0,92.0,1
23.0,41.0,1
22.0,24.0,1
26.0,93.0,1
22.0,25.0,1
23.0,28.0,1
23.0,51.0,1
22.0,28.0,1
23.0,28.0,1
1.0,221.0,0
23.0,45.0,1
24.0,88.0,1
23.0,49.0,1
24.0,81.0,1
23.0,30.0,1
23.0,66.0,1
23.0,33.0,1
23.0,27.0,1
72.0,413.0,0
23.0,33.0,1
23.0,35.0,1
46.0,363.0,0
-15.0,-40.0,0
23.0,44.0,1
24.0,88.0,1
23.0,27.0,1
-22.0,-41.0,0
23.0,30.0,1
22.0,26.0,1
15.0,-81.0,0
23.0,33.0,1
23.0,30.0,1
23.0,26.0,1
22.0,24.0,1
22.0,27.0,1
57.0,0.0,0
23.0,38.0,1
23.0,28.0,1
23.0,36.0,1
66.0,-86.0,0
22.0,26.0,1
-26.0,-37.0,0
23.0,34.0,1
-47.0,244.0,0
23.0,32.0,1
89.0,305.0,0
88.0,-83.0,0
22.0,20.0,1
24.0,86.0,1
24.0,75.0,1
23.0,34.0,1
13.0,481.0,0
22.0,24.0,1
-12.0,214.0,0
23.0,30.0,1
23.0,38.0,1
97.0,-50.0,0
24.0,88.0,1
22.0,24.0,1
22.0,25.0,1
24.0,85.0,1
22.0,28.0,1
-4.0,-35.0,0
40.0,-45.0,0
23.0,32.0,1
23.0,38.0,1
41.0,482.0,0
23.0,30.0,1
22.0,24.0,1
23.0,39.0,1
23.0,41.0,1
23.0,36.0,1
50.0,209.0,0
91.0,-40.0,0
23.0,27.0,1
22.0,26.0,1
25.0,92.0,1
22.0,25.0,1
78.0,361.0,0
23.0,31.0,1
23.0,52.0,1
25.0,88.0,1
24.0,61.0,1
28.0,92.0,1
22.0,25.0,1
24.0,89.0,1
23.0,32.0,1
-11.0,475.0,0
22.0,24.0,1
23.0,69.0,1
22.0,26.0,1
